; Sample Rate 48000 
; Channels 1 
0 0
2.08333e-05 -0.000211775
4.16667e-05 0.000544564
6.25e-05 -0.00121014
8.33333e-05 0.00133116
0.000104167 -3.02535e-05
0.000125 -0.00441702
0.000145833 0.0137956
0.000166667 -0.0408725
0.0001875 -0.108973
0.000208333 -0.137291
0.000229167 -0.19565
0.00025 -0.171144
0.000270833 -0.11935
0.000291667 -0.133388
0.0003125 -0.16104
0.000333333 -0.163218
0.000354167 -0.141768
0.000375 -0.132147
0.000395833 -0.138803
0.000416667 -0.155382
0.0004375 -0.148817
0.000458333 -0.115417
0.000479167 -0.130453
0.0005 -0.160767
0.000520833 -0.151268
0.000541667 -0.128003
0.0005625 -0.121196
0.000583333 -0.179494
0.000604167 -0.169662
0.000625 -0.0857385
0.000645833 -0.165275
0.000666667 -0.207902
0.0006875 -0.0949356
0.000708333 -0.121649
0.000729167 -0.186937
0.00075 -0.126641
0.000770833 -0.108187
0.000791667 -0.142736
0.0008125 -0.149362
0.000833333 -0.131391
0.000854167 -0.106946
0.000875 -0.15272
0.000895833 -0.158347
0.000916667 -0.0901253
0.0009375 -0.138077
0.000958333 -0.176045
0.000979167 -0.128699
0.001 -0.123253
0.00102083 -0.13608
0.00104167 -0.152811
0.0010625 -0.123434
0.00108333 -0.087826
0.00110417 -0.119562
0.001125 -0.125461
0.00114583 -0.102499
0.00116667 -0.0920313
0.0011875 -0.0953592
0.00120833 -0.126793
0.00122917 -0.110758
0.00125 -0.0757851
0.00127083 -0.102257
0.00129167 -0.113995
0.0013125 -0.101712
0.00133333 -0.095934
0.00135417 -0.089732
0.001375 -0.0976887
0.00139583 -0.100956
0.00141667 -0.0817451
0.0014375 -0.082925
0.00145833 -0.100048
0.00147917 -0.09427
0.0015 -0.0898833
0.00152083 -0.0869184
0.00154167 -0.0879773
0.0015625 -0.10737
0.00158333 -0.100896
0.00160417 -0.0731833
0.001625 -0.0798694
0.00164583 -0.102136
0.00166667 -0.0801114
0.0016875 -0.0583893
0.00170833 -0.0821989
0.00172917 -0.0879168
0.00175 -0.0627458
0.00177083 -0.0664368
0.00179167 -0.0736069
0.0018125 -0.0481031
0.00183333 -0.0481031
0.00185417 -0.052974
0.001875 -0.0278938
0.00189583 -0.0326738
0.00191667 -0.0406608
0.0019375 -0.00698857
0.00195833 -0.0170327
0.00197917 -0.0341865
0.002 -0.00804744
0.00202083 -0.0245961
0.00204167 -0.0418104
0.0020625 -0.0193925
0.00208333 -0.0130695
0.00210417 -0.029951
0.002125 -0.0405397
0.00214583 -0.0308889
0.00216667 -0.0239608
0.0021875 -0.0357294
0.00220833 -0.0297392
0.00222917 -0.0261693
0.00225 -0.0522176
0.00227083 -0.0526714
0.00229167 -0.0396926
0.0023125 -0.0626853
0.00233333 -0.0775398
0.00235417 -0.0573305
0.002375 -0.0637442
0.00239583 -0.0832577
0.00241667 -0.0682822
0.0024375 -0.0704302
0.00245833 -0.0805652
0.00247917 -0.0653477
0.0025 -0.0724875
0.00252083 -0.0811097
0.00254167 -0.0613239
0.0025625 -0.0542446
0.00258333 -0.065983
0.00260417 -0.0659527
0.002625 -0.0507352
0.00264583 -0.0577238
0.00266667 -0.0761784
0.0026875 -0.0599625
0.00270833 -0.0512798
0.00272917 -0.0621105
0.00275 -0.0584801
0.00277083 -0.0528227
0.00279167 -0.0606281
0.0028125 -0.070158
0.00283333 -0.0441097
0.00285417 -0.0428693
0.002875 -0.0773886
0.00289583 -0.0492528
0.00291667 -0.0412658
0.0029375 -0.0643493
0.00295833 -0.0311309
0.00297917 -0.0565741
0.003 -0.0758456
0.00302083 -0.0229624
0.00304167 -0.0342168
0.0030625 -0.0704605
0.00308333 -0.081503
0.00310417 -0.044987
0.003125 -0.00795668
0.00314583 -0.0698252
0.00316667 -0.0878865
0.0031875 -0.0101349
0.00320833 -0.0228414
0.00322917 -0.0957827
0.00325 -0.082925
0.00327083 -0.034005
0.00329167 -0.0475283
0.0033125 -0.0905186
0.00333333 -0.0871907
0.00335417 -0.0654687
0.003375 -0.0640467
0.00339583 -0.0610516
0.00341667 -0.0725177
0.0034375 -0.0877655
0.00345833 -0.0700975
0.00347917 -0.0713076
0.0035 -0.0982635
0.00352083 -0.0967508
0.00354167 -0.0837721
0.0035625 -0.0911842
0.00358333 -0.104647
0.00360417 -0.103013
0.003625 -0.105827
0.00364583 -0.113965
0.00366667 -0.107098
0.0036875 -0.105827
0.00370833 -0.10858
0.00372917 -0.0995947
0.00375 -0.0965693
0.00377083 -0.101652
0.00379167 -0.093665
0.0038125 -0.0886429
0.00383333 -0.0895505
0.00385417 -0.0769045
0.003875 -0.0768743
0.00389583 -0.0765415
0.00391667 -0.0661645
0.0039375 -0.0693109
0.00395833 -0.0593877
0.00397917 -0.0401465
0.004 -0.045108
0.00402083 -0.0492528
0.00404167 -0.038543
0.0040625 -0.0440794
0.00408333 -0.0560296
0.00410417 -0.055727
0.004125 -0.0581473
0.00414583 -0.0685243
0.00416667 -0.0716404
0.0041875 -0.0583288
0.00420833 -0.0674654
0.00422917 -0.0767835
0.00425 -0.0519756
0.00427083 -0.0544866
0.00429167 -0.0864041
0.0043125 -0.0825619
0.00433333 -0.0574212
0.00435417 -0.0702185
0.004375 -0.0876748
0.00439583 -0.0705513
0.00441667 -0.0588431
0.0044375 -0.0666183
0.00445833 -0.0721244
0.00447917 -0.0614147
0.0045 -0.055122
0.00452083 -0.0591759
0.00454167 -0.0512192
0.0045625 -0.0570884
0.00458333 -0.0565136
0.00460417 -0.0339142
0.004625 -0.0463484
0.00464583 -0.059781
0.00466667 -0.0380287
0.0046875 -0.0312217
0.00470833 -0.0404187
0.00472917 -0.0402372
0.00475 -0.0371816
0.00477083 -0.027924
0.00479167 -0.0206027
0.0048125 -0.036032
0.00483333 -0.0390271
0.00485417 -0.0177588
0.004875 -0.0219641
0.00489583 -0.0371816
0.00491667 -0.0329764
0.0049375 -0.0303746
0.00495833 -0.0342168
0.00497917 -0.0342168
0.005 -0.029467
0.00502083 -0.0374539
0.00504167 -0.0350033
0.0050625 -0.0243541
0.00508333 -0.0378774
0.00510417 -0.0361832
0.005125 -0.0182126
0.00514583 -0.0257458
0.00516667 -0.0345495
0.0051875 -0.0203304
0.00520833 -0.0209052
0.00522917 -0.0240516
0.00525 -0.0199673
0.00527083 -0.021117
0.00529167 -0.0207237
0.0053125 -0.017426
0.00533333 -0.0253525
0.00535417 -0.0404187
0.005375 -0.0185152
0.00539583 -0.0249592
0.00541667 -0.0414171
0.0054375 -0.00538513
0.00545833 -0.05131
0.00547917 -0.0631996
0.0055 0.012888
0.00552083 -0.0612332
0.00554167 -0.096055
0.0055625 0.0171235
0.00558333 -0.0284081
0.00560417 -0.098203
0.005625 0.0063835
0.00564583 0.0012404
0.00566667 -0.0943305
0.0056875 -0.0265929
0.00570833 0.0132511
0.00572917 -0.0664065
0.00575 -0.0522781
0.00577083 0.0123737
0.00579167 -0.012888
0.0058125 -0.0545471
0.00583333 -0.0205119
0.00585417 0.0148545
0.005875 -0.0193018
0.00589583 -0.0255642
0.00591667 0.0115871
0.0059375 0.010982
0.00595833 0.00426575
0.00597917 0.0050826
0.006 0.00629274
0.00602083 0.014915
0.00604167 0.0243844
0.0060625 0.014915
0.00608333 -0.00478006
0.00610417 0.0249289
0.006125 0.036274
0.00614583 0.000151268
0.00616667 0.0154293
0.0061875 0.0329461
0.00620833 0.0119501
0.00622917 0.018969
0.00625 0.02744
0.00627083 0.00586919
0.00629167 0.0252012
0.0063125 0.0410541
0.00633333 -0.00547589
0.00635417 0.00662553
0.006375 0.0505839
0.00639583 0.0127367
0.00641667 -0.00456828
0.0064375 0.0369093
0.00645833 0.0379077
0.00647917 0.0201489
0.0065 0.0290434
0.00652083 0.0369396
0.00654167 0.0376959
0.0065625 0.0379682
0.00658333 0.0365765
0.00660417 0.0385128
0.006625 0.0388758
0.00664583 0.0415079
0.00666667 0.0449568
0.0066875 0.0347008
0.00670833 0.0317662
0.00672917 0.0473468
0.00675 0.0469232
0.00677083 0.0261693
0.00679167 0.0313427
0.0068125 0.0481334
0.00683333 0.031736
0.00685417 0.0243238
0.006875 0.0397229
0.00689583 0.0393901
0.00691667 0.0415684
0.0069375 0.0503721
0.00695833 0.0486779
0.00697917 0.0541236
0.007 0.0627761
0.00702083 0.0580565
0.00704167 0.052974
